master_seat_type_index,master_seat_area_index,master_seat_unit_index,row,seat_number,sales_type
2,5,,2,112,single
2,5,,2,113,single
2,5,,2,114,single
2,5,,2,115,single
2,5,,2,116,single
2,5,,2,117,single
2,5,,2,118,single
2,5,,2,119,single
2,5,,2,120,single
2,5,,2,121,single
2,5,,2,122,single
2,5,,2,123,single
2,5,,2,124,single
2,5,,2,125,single
2,5,,2,126,single
2,5,,2,127,single
2,5,,3,65,single
2,5,,3,66,single
2,5,,3,67,single
2,5,,3,68,single
2,5,,3,69,single
2,5,,3,70,single
2,5,,3,71,single
2,5,,3,72,single
2,5,,3,74,single
2,5,,3,75,single
2,5,,3,76,single
2,5,,3,77,single
2,5,,3,78,single
2,5,,3,79,single
2,5,,3,80,single
2,5,,3,81,single
2,5,,3,82,single
2,5,,3,83,single
2,5,,3,84,single
2,5,,3,85,single
2,5,,3,86,single
2,5,,3,87,single
2,5,,3,88,single
2,5,,3,89,single
2,5,,3,90,single
2,5,,3,91,single
2,5,,3,92,single
2,5,,3,93,single
2,5,,3,94,single
2,5,,3,95,single
2,5,,3,96,single
2,5,,3,97,single
2,5,,3,98,single
2,5,,3,99,single
2,5,,3,100,single
2,5,,3,101,single
2,5,,3,102,single
2,5,,3,103,single
2,5,,3,104,single
2,5,,3,105,single
2,5,,3,106,single
2,5,,3,107,single
2,5,,3,108,single
2,5,,3,109,single
2,5,,3,110,single
2,5,,3,111,single
2,5,,3,112,single
2,5,,3,113,single
2,5,,3,114,single
2,5,,3,115,single
2,5,,3,116,single
2,5,,3,117,single
2,5,,3,118,single
2,5,,3,119,single
2,5,,3,120,single
2,5,,3,121,single
2,5,,3,122,single
2,5,,3,123,single
2,5,,3,124,single
2,5,,3,125,single
2,5,,3,126,single
2,5,,3,127,single
2,5,,3,128,single
2,5,,4,65,single
2,5,,4,66,single
2,5,,4,67,single
2,5,,4,68,single
2,5,,4,69,single
2,5,,4,70,single
2,5,,4,71,single
2,5,,4,72,single
2,5,,4,74,single
2,5,,4,75,single
2,5,,4,76,single
2,5,,4,77,single
2,5,,4,78,single
2,5,,4,79,single
2,5,,4,80,single
2,5,,4,81,single
2,5,,4,82,single
2,5,,4,83,single
2,5,,4,84,single
2,5,,4,85,single
2,5,,4,86,single
2,5,,4,87,single
2,5,,4,88,single
2,5,,4,89,single
2,5,,4,90,single
2,5,,4,91,single
2,5,,4,92,single
2,5,,4,93,single
2,5,,4,94,single
2,5,,4,95,single
2,5,,4,96,single
2,5,,4,97,single
2,5,,4,98,single
2,5,,4,99,single
2,5,,4,100,single
2,5,,4,101,single
2,5,,4,102,single
2,5,,4,103,single
2,5,,4,104,single
2,5,,4,105,single
2,5,,4,106,single
2,5,,4,107,single
2,5,,4,108,single
2,5,,4,109,single
2,5,,4,110,single
2,5,,4,111,single
2,5,,4,112,single
2,5,,4,113,single
2,5,,4,114,single
2,5,,4,115,single
2,5,,4,116,single
2,5,,4,117,single
2,5,,4,118,single
2,5,,4,119,single
2,5,,4,120,single
2,5,,4,121,single
2,5,,4,122,single
2,5,,4,123,single
2,5,,4,124,single
2,5,,4,125,single
2,5,,4,126,single
2,5,,4,127,single
2,5,,4,128,single
2,5,,5,64,single
2,5,,5,65,single
2,5,,5,66,single
2,5,,5,67,single
2,5,,5,68,single
2,5,,5,69,single
2,5,,5,70,single
2,5,,5,71,single
2,5,,5,72,single
2,5,,5,74,single
2,5,,5,75,single
2,5,,5,76,single
2,5,,5,77,single
2,5,,5,78,single
2,5,,5,79,single
2,5,,5,80,single
2,5,,5,81,single
2,5,,5,82,single
2,5,,5,83,single
2,5,,5,84,single
2,5,,5,85,single
2,5,,5,86,single
2,5,,5,87,single
2,5,,5,88,single
2,5,,5,89,single
2,5,,5,90,single
2,5,,5,91,single
2,5,,5,92,single
2,5,,5,93,single
2,5,,5,94,single
2,5,,5,95,single
2,5,,5,96,single
2,5,,5,97,single
2,5,,5,98,single
2,5,,5,99,single
2,5,,5,100,single
2,5,,5,101,single
2,5,,5,102,single
2,5,,5,103,single
2,5,,5,104,single
2,5,,5,105,single
2,5,,5,106,single
2,5,,5,107,single
2,5,,5,108,single
2,5,,5,109,single
2,5,,5,110,single
2,5,,5,111,single
2,5,,5,112,single
2,5,,5,113,single
2,5,,5,114,single
2,5,,5,115,single
2,5,,5,116,single
2,5,,5,117,single
2,5,,5,118,single
2,5,,5,119,single
2,5,,5,120,single
2,5,,5,121,single
2,5,,5,122,single
2,5,,5,123,single
2,5,,5,124,single
2,5,,5,125,single
2,5,,5,126,single
2,5,,5,127,single
2,5,,5,128,single
2,5,,5,129,single
2,5,,6,64,single
2,5,,6,65,single
2,5,,6,66,single
2,5,,6,67,single
2,5,,6,68,single
2,5,,6,69,single
2,5,,6,70,single
2,5,,6,71,single
2,5,,6,72,single
2,5,,6,74,single
2,5,,6,75,single
2,5,,6,76,single
2,5,,6,77,single
2,5,,6,78,single
2,5,,6,79,single
2,5,,6,80,single
2,5,,6,81,single
2,5,,6,82,single
2,5,,6,83,single
2,5,,6,84,single
2,5,,6,85,single
2,5,,6,86,single
2,5,,6,87,single
2,5,,6,88,single
2,5,,6,89,single
2,5,,6,90,single
2,5,,6,91,single
2,5,,6,92,single
2,5,,6,93,single
2,5,,6,94,single
2,5,,6,95,single
2,5,,6,96,single
2,5,,6,97,single
2,5,,6,98,single
2,5,,6,99,single
2,5,,6,100,single
2,5,,6,101,single
2,5,,6,102,single
2,5,,6,103,single
2,5,,6,104,single
2,5,,6,105,single
2,5,,6,106,single
2,5,,6,107,single
2,5,,6,108,single
2,5,,6,109,single
2,5,,6,110,single
2,5,,6,111,single
2,5,,6,112,single
2,5,,6,113,single
2,5,,6,114,single
2,5,,6,115,single
2,5,,6,116,single
2,5,,6,117,single
2,5,,6,118,single
2,5,,6,119,single
2,5,,6,120,single
2,5,,6,121,single
2,5,,6,122,single
2,5,,6,123,single
2,5,,6,124,single
2,5,,6,125,single
2,5,,6,126,single
2,5,,6,127,single
2,5,,6,128,single
2,5,,6,129,single
2,5,,7,63,single
2,5,,7,64,single
2,5,,7,65,single
2,5,,7,66,single
2,5,,7,67,single
2,5,,7,68,single
2,5,,7,69,single
2,5,,7,70,single
2,5,,7,71,single
2,5,,7,72,single
2,5,,7,74,single
2,5,,7,75,single
2,5,,7,76,single
2,5,,7,77,single
2,5,,7,78,single
2,5,,7,79,single
2,5,,7,80,single
2,5,,7,81,single
2,5,,7,82,single
2,5,,7,83,single
2,5,,7,84,single
2,5,,7,85,single
2,5,,7,86,single
2,5,,7,87,single
2,5,,7,88,single
2,5,,7,89,single
2,5,,7,105,single
2,5,,7,106,single
2,5,,7,107,single
2,5,,7,108,single
2,5,,7,109,single
2,5,,7,110,single
2,5,,7,111,single
2,5,,7,112,single
2,5,,7,113,single
2,5,,7,114,single
2,5,,7,115,single
2,5,,7,116,single
2,5,,7,117,single
2,5,,7,118,single
2,5,,7,119,single
2,5,,7,120,single
2,5,,7,121,single
2,5,,7,122,single
2,5,,7,123,single
2,5,,7,124,single
2,5,,7,125,single
2,5,,7,126,single
2,5,,7,127,single
2,5,,7,128,single
2,5,,7,129,single
2,5,,8,63,single
2,5,,8,64,single
2,5,,8,65,single
2,5,,8,66,single
2,5,,8,67,single
2,5,,8,68,single
2,5,,8,69,single
2,5,,8,70,single
2,5,,8,71,single
2,5,,8,72,single
2,5,,8,74,single
2,5,,8,75,single
2,5,,8,76,single
2,5,,8,77,single
2,5,,8,78,single
2,5,,8,79,single
2,5,,8,80,single
2,5,,8,81,single
2,5,,8,82,single
2,5,,8,83,single
2,5,,8,84,single
2,5,,8,85,single
2,5,,8,86,single
2,5,,8,87,single
2,5,,8,88,single
2,5,,8,89,single
2,5,,8,105,single
2,5,,8,106,single
2,5,,8,107,single
2,5,,8,108,single
2,5,,8,109,single
2,5,,8,110,single
2,5,,8,111,single
2,5,,8,112,single
2,5,,8,113,single
2,5,,8,114,single
2,5,,8,115,single
2,5,,8,116,single
2,5,,8,117,single
2,5,,8,118,single
2,5,,8,119,single
2,5,,8,120,single
2,5,,8,121,single
2,5,,8,122,single
2,5,,8,123,single
2,5,,8,124,single
2,5,,8,125,single
2,5,,8,126,single
2,5,,8,127,single
2,5,,8,128,single
2,5,,8,129,single
2,5,,8,130,single
2,5,,9,68,single
2,5,,9,69,single
2,5,,9,70,single
2,5,,9,71,single
2,5,,9,72,single
2,5,,9,73,single
2,5,,9,90,single
2,5,,9,91,single
2,5,,9,92,single
2,5,,9,93,single
2,5,,9,94,single
2,5,,9,95,single
2,5,,9,96,single
2,5,,9,97,single
2,5,,9,98,single
2,5,,9,99,single
2,5,,9,100,single
2,5,,9,101,single
2,5,,9,102,single
2,5,,9,103,single
2,5,,9,104,single
2,5,,9,121,single
2,5,,9,122,single
2,5,,9,123,single
2,5,,9,124,single
2,5,,10,68,single
2,5,,10,69,single
2,5,,10,70,single
2,5,,10,71,single
2,5,,10,72,single
2,5,,10,73,single
2,5,,10,74,single
2,5,,10,75,single
2,5,,10,76,single
2,5,,10,77,single
2,5,,10,78,single
2,5,,10,79,single
2,5,,10,80,single
2,5,,10,81,single
2,5,,10,82,single
2,5,,10,83,single
2,5,,10,84,single
2,5,,10,85,single
2,5,,10,86,single
2,5,,10,87,single
2,5,,10,88,single
2,5,,10,89,single
2,5,,10,90,single
2,5,,10,91,single
2,5,,10,92,single
2,5,,10,93,single
2,5,,10,94,single
2,5,,10,95,single
2,5,,10,96,single
2,5,,10,97,single
2,5,,10,98,single
2,5,,10,99,single
2,5,,10,100,single
2,5,,10,101,single
2,5,,10,102,single
2,5,,10,103,single
2,5,,10,104,single
2,5,,10,105,single
2,5,,10,106,single
2,5,,10,107,single
2,5,,10,108,single
2,5,,10,109,single
2,5,,10,110,single
2,5,,10,111,single
2,5,,10,112,single
2,5,,10,113,single
2,5,,10,114,single
2,5,,10,115,single
2,5,,10,116,single
2,5,,10,117,single
2,5,,10,118,single
2,5,,10,119,single
2,5,,10,120,single
2,5,,10,121,single
2,5,,10,122,single
2,5,,10,123,single
2,5,,10,124,single
2,5,,11,63,single
2,5,,11,64,single
2,5,,11,65,single
2,5,,11,66,single
2,5,,11,67,single
2,5,,11,68,single
2,5,,11,69,single
2,5,,11,70,single
2,5,,11,71,single
2,5,,11,72,single
2,5,,11,73,single
2,5,,11,74,single
2,5,,11,75,single
2,5,,11,76,single
2,5,,11,77,single
2,5,,11,78,single
2,5,,11,79,single
2,5,,11,80,single
2,5,,11,81,single
2,5,,11,82,single
2,5,,11,83,single
2,5,,11,84,single
2,5,,11,85,single
2,5,,11,86,single
2,5,,11,87,single
2,5,,11,88,single
2,5,,11,89,single
2,5,,11,90,single
2,5,,11,91,single
2,5,,11,92,single
2,5,,11,93,single
2,5,,11,94,single
2,5,,11,95,single
2,5,,11,96,single
2,5,,11,97,single
2,5,,11,98,single
2,5,,11,99,single
2,5,,11,100,single
2,5,,11,101,single
2,5,,11,102,single
2,5,,11,103,single
2,5,,11,104,single
2,5,,11,105,single
2,5,,11,106,single
2,5,,11,107,single
2,5,,11,108,single
2,5,,11,109,single
2,5,,11,110,single
2,5,,11,111,single
2,5,,11,112,single
2,5,,11,113,single
2,5,,11,114,single
2,5,,11,115,single
2,5,,11,116,single
2,5,,11,117,single
2,5,,11,118,single
2,5,,11,119,single
2,5,,11,120,single
2,5,,11,121,single
2,5,,11,122,single
2,5,,11,123,single
2,5,,11,124,single
2,5,,12,63,single
2,5,,12,64,single
2,5,,12,65,single
2,5,,12,66,single
2,5,,12,67,single
2,5,,12,68,single
2,5,,12,69,single
2,5,,12,70,single
2,5,,12,71,single
2,5,,12,72,single
2,5,,12,73,single
2,5,,12,121,single
2,5,,12,122,single
2,5,,12,123,single
2,5,,12,124,single
2,5,,12,125,single
2,5,,13,63,single
2,5,,13,64,single
2,5,,13,65,single
2,5,,13,66,single
2,5,,13,67,single
2,5,,13,68,single
2,5,,13,69,single
2,5,,13,70,single
2,5,,13,71,single
2,5,,13,72,single
2,5,,13,73,single
2,5,,13,121,single
2,5,,13,122,single
2,5,,13,123,single
2,5,,13,124,single
2,5,,13,125,single
2,5,,13,126,single
